"","Species","Mass_g","Binomial","GBIF_ID"
"119","Allocebus trichotis",78.09,"Allocebus_trichotis","2436445"
"120","Allocricetulus curtatus",30.7,"Allocricetulus_curtatus","2439189"
"121","Alouatta belzebul",6157.91,"Alouatta_belzebul","2436655"
"122","Alouatta caraya",5462.5,"Alouatta_caraya","2436652"
"123","Alouatta coibensis",5659.14,"Alouatta_coibensis","2436650"
"124","Alouatta guariba",5188.33,"Alouatta_guariba","7262055"
"125","Alouatta macconnelli",6398.31,"Alouatta_macconnelli","7913455"
"126","Alouatta nigerrima",6157.91,"Alouatta_nigerrima","4267236"
"127","Alouatta palliata",5659.14,"Alouatta_palliata","2436649"
"128","Alouatta pigra",9386.03,"Alouatta_pigra","2436653"
"129","Alouatta sara",6470.755,"Alouatta_sara","2436651"
"130","Alouatta seniculus",6398.31,"Alouatta_seniculus","2436648"
"131","Alticola argentatus",37.69,"Alticola_argentatus","2438712"
"132","Alticola montosa",36,"Alticola_montosa","2438721"
"133","Alticola olchonensis",37.69,"Alticola_olchonensis","4265079"
"134","Alticola roylei",36,"Alticola_roylei","2438714"
"135","Alticola semicanus",36,"Alticola_semicanus","2438718"
"136","Alticola stoliczkanus",30.14,"Alticola_stoliczkanus","2438722"
"137","Alticola strelzowi",49.995,"Alticola_strelzowi","2438719"
"138","Amblysomus corriae",64.8,"Amblysomus_corriae","5218448"
"139","Amblysomus hottentotus",64.8,"Amblysomus_hottentotus","5218439"
"140","Amblysomus marleyi",64.8,"Amblysomus_marleyi","5218446"
"141","Amblysomus robustus",64.8,"Amblysomus_robustus","5218438"
"142","Amblysomus septentrionalis",64.8,"Amblysomus_septentrionalis","5218447"
"143","Ametrida centurio",11.305,"Ametrida_centurio","2433235"
"144","Ammodillus imbellis",49.99,"Ammodillus_imbellis","2438331"
"145","Ammodorcas clarkei",28274.905,"Ammodorcas_clarkei","2441128"
"146","Ammospermophilus harrisii",126,"Ammospermophilus_harrisii","2437568"
"147","Ammospermophilus insularis",101.99,"Ammospermophilus_insularis","2437572"
"148","Ammospermophilus interpres",111.365,"Ammospermophilus_interpres","2437571"
"149","Ammospermophilus leucurus",96.75,"Ammospermophilus_leucurus","2437570"
"150","Ammospermophilus nelsoni",157.46,"Ammospermophilus_nelsoni","2437569"
"151","Ammotragus lervia",92500,"Ammotragus_lervia","2441005"
"152","Amorphochilus schnablii",4.15,"Amorphochilus_schnablii","2432771"
"153","Anathana ellioti",160,"Anathana_ellioti","2436266"
"154","Andalgalomys olrogi",32.9,"Andalgalomys_olrogi","2438727"
"155","Andalgalomys pearsoni",25.4,"Andalgalomys_pearsoni","2438726"
"156","Andinomys edax",69.75,"Andinomys_edax","2438956"
"157","Anisomys imitator",510.5,"Anisomys_imitator","2438052"
"158","Anomalurus beecrofti",434.035,"Anomalurus_beecrofti","5219881"
"159","Anomalurus derbianus",770,"Anomalurus_derbianus","5219879"
"160","Anomalurus pelii",1650,"Anomalurus_pelii","5219882"
"161","Anomalurus pusillus",250,"Anomalurus_pusillus","5219880"
"162","Anonymomys mindorensis",56.21,"Anonymomys_mindorensis","2437876"
"163","Anotomys leander",66.39,"Anotomys_leander","2438903"
"164","Anoura caudifer",11.155,"Anoura_caudifer","5963040"
"165","Anoura cultrata",17.39,"Anoura_cultrata","5963042"
"166","Anoura geoffroyi",15.2,"Anoura_geoffroyi","5963041"
"167","Anoura latidens",15.06,"Anoura_latidens","5963038"
"168","Anourosorex assamensis",20,"Anourosorex_assamensis","2435783"
"169","Anourosorex schmidi",20,"Anourosorex_schmidi","2435782"
"170","Anourosorex squamipes",20,"Anourosorex_squamipes","2435780"
"171","Anourosorex yamashinai",20,"Anourosorex_yamashinai","2435781"
"172","Antechinomys laniger",25.8,"Antechinomys_laniger","2435419"
"173","Antechinus agilis",26.25,"Antechinus_agilis","2435369"
"174","Antechinus bellus",36.365,"Antechinus_bellus","2435372"
"175","Antechinus flavipes",44.665,"Antechinus_flavipes","2435366"
"176","Antechinus godmani",75.74,"Antechinus_godmani","2435376"
"177","Antechinus leo",70.09,"Antechinus_leo","2435371"
"178","Antechinus minimus",52.56,"Antechinus_minimus","2435375"
"179","Antechinus stuartii",27.85,"Antechinus_stuartii","2435370"
"180","Antechinus swainsonii",58.69,"Antechinus_swainsonii","2435377"
"181","Anthops ornatus",17.94,"Anthops_ornatus","2432610"
"182","Antidorcas marsupialis",33571.24,"Antidorcas_marsupialis","2441064"
"183","Antilocapra americana",45375,"Antilocapra_americana","2440902"
"184","Antilope cervicapra",37500,"Antilope_cervicapra","2441065"
"185","Antrozous pallidus",22,"Antrozous_pallidus","2432339"
"186","Aonyx capensis",21411.11,"Aonyx_capensis","2433900"
"187","Aonyx cinerea",3000,"Aonyx_cinerea","2433894"
"188","Aotus azarae",1230,"Aotus_azarae","5707409"
"189","Aotus hershkovitzi",800,"Aotus_hershkovitzi","5219594"
"190","Aotus lemurinus",874,"Aotus_lemurinus","5219591"
"191","Aotus miconax",800,"Aotus_miconax","5219592"
"192","Aotus nancymaae",791.03,"Aotus_nancymaae","5219589"
"193","Aotus nigriceps",1057,"Aotus_nigriceps","5219595"
"194","Aotus trivirgatus",872.98,"Aotus_trivirgatus","5219590"
"195","Aotus vociferans",872.995,"Aotus_vociferans","5219597"
"196","Aplodontia rufa",706.8,"Aplodontia_rufa","2439690"
"197","Apodemus agrarius",21.2,"Apodemus_agrarius","2437761"
"198","Apodemus alpicola",29.375,"Apodemus_alpicola","2437769"
"199","Apodemus argenteus",23.4,"Apodemus_argenteus","5219736"
"200","Apodemus chevrieri",21.2,"Apodemus_chevrieri","5219743"
"201","Apodemus draco",23.4,"Apodemus_draco","5219737"
"202","Apodemus epimelas",42.3,"Apodemus_epimelas","4264851"
"203","Apodemus flavicollis",29.375,"Apodemus_flavicollis","2437756"
"204","Apodemus gurkha",29.375,"Apodemus_gurkha","5219738"
"205","Apodemus latronum",29.4,"Apodemus_latronum","5219739"
"206","Apodemus mystacinus",42.3,"Apodemus_mystacinus","2437773"
"207","Apodemus pallipes",23.39,"Apodemus_pallipes","5706748"
"208","Apodemus peninsulae",29.4,"Apodemus_peninsulae","5219734"
"209","Apodemus ponticus",29.375,"Apodemus_ponticus","5219740"
"210","Apodemus rusiges",24.8,"Apodemus_rusiges","5219735"
"211","Apodemus semotus",23.6,"Apodemus_semotus","5219741"
"212","Apodemus speciosus",43.75,"Apodemus_speciosus","5219745"
"213","Apodemus sylvaticus",23.4,"Apodemus_sylvaticus","2437760"
"214","Apodemus uralensis",23.39,"Apodemus_uralensis","2437775"
"215","Apodemus witherbyi",20.63,"Apodemus_witherbyi","5706747"
"216","Apomys abrae",34.88,"Apomys_abrae","2438430"
"217","Apomys datae",34.88,"Apomys_datae","2438427"
"218","Apomys hylocetes",34.88,"Apomys_hylocetes","4264812"
"219","Apomys insignis",34.88,"Apomys_insignis","2438429"
"220","Apomys littoralis",30.95,"Apomys_littoralis","2438432"
"221","Apomys microdon",34.98,"Apomys_microdon","2438428"
"222","Apomys musculus",21.2,"Apomys_musculus","2438426"
"223","Apomys sacobianus",34.88,"Apomys_sacobianus","2438431"
"224","Aproteles bulmerae",623.91,"Aproteles_bulmerae","2432939"
"225","Arborimus albipes",23,"Arborimus_albipes","2437933"
"226","Arborimus longicaudus",22.39,"Arborimus_longicaudus","2437931"
"227","Arborimus pomo",34.245,"Arborimus_pomo","2437932"
"228","Archboldomys luzonensis",35.34,"Archboldomys_luzonensis","2437704"
"229","Arctictis binturong",12999.99,"Arctictis_binturong","2434615"
"230","Arctocebus aureus",257.5,"Arctocebus_aureus","2436631"
"231","Arctocebus calabarensis",257.755,"Arctocebus_calabarensis","2436632"
"232","Arctocephalus australis",67979.43,"Arctocephalus_australis","2433480"
"233","Arctocephalus forsteri",67979.43,"Arctocephalus_forsteri","2433474"
"234","Arctocephalus galapagoensis",45000,"Arctocephalus_galapagoensis","2433473"
"235","Arctocephalus gazella",67979.43,"Arctocephalus_gazella","2433472"
"236","Arctocephalus philippii",94999.99,"Arctocephalus_philippii","2433470"
"237","Arctocephalus philippii",101063.71,"Arctocephalus_townsendi","2433470"
"238","Arctocephalus pusillus",127551,"Arctocephalus_pusillus","2433475"
"239","Arctocephalus tropicalis",71111.275,"Arctocephalus_tropicalis","2433471"
"240","Arctogalidia trivirgata",2250,"Arctogalidia_trivirgata","2434742"
"241","Arctonyx collaris",10500,"Arctonyx_collaris","2433743"
"242","Ardops nichollsi",19.23,"Ardops_nichollsi","2433277"
"243","Arielulus circumdatus",10.4,"Arielulus_circumdatus","4265946"
"244","Arielulus cuprosus",6.91,"Arielulus_cuprosus","4265949"
"245","Arielulus societatis",8.72,"Arielulus_societatis","4265947"
"246","Ariteus flavescens",10.09,"Ariteus_flavescens","2433307"
"247","Artibeus amplus",61.04,"Artibeus_amplus","2433266"
"248","Artibeus anderseni",6.91,"Artibeus_anderseni","2433273"
"249","Artibeus aztecus",16.755,"Artibeus_aztecus","2433261"
"250","Artibeus cinereus",12.7,"Artibeus_cinereus","2433267"
"251","Artibeus concolor",19.675,"Artibeus_concolor","2433274"
"252","Artibeus fimbriatus",63.895,"Artibeus_fimbriatus","2433268"
"253","Artibeus fraterculus",45.65,"Artibeus_fraterculus","2433275"
"254","Artibeus glaucus",12.505,"Artibeus_glaucus","2433262"
"255","Artibeus gnomus",12.31,"Artibeus_gnomus","4265331"
"256","Artibeus hirsutus",40.42,"Artibeus_hirsutus","2433263"
"257","Artibeus inopinatus",18.99,"Artibeus_inopinatus","2433269"
"258","Artibeus jamaicensis",46.1,"Artibeus_jamaicensis","2433272"
"259","Artibeus lituratus",46.1,"Artibeus_lituratus","2433270"
"260","Artibeus obscurus",45.65,"Artibeus_obscurus","2433259"
"261","Artibeus phaeotis",11.69,"Artibeus_phaeotis","2433264"
"262","Artibeus toltecus",14.085,"Artibeus_toltecus","2433260"
"263","Artibeus watsoni",12.31,"Artibeus_watsoni","4265337"
"264","Arvicanthis abyssinicus",73.34,"Arvicanthis_abyssinicus","2438915"
"265","Arvicanthis ansorgei",95.8,"Arvicanthis_ansorgei","4264809"
"266","Arvicanthis blicki",100.67,"Arvicanthis_blicki","2438918"
"267","Arvicanthis nairobae",73.34,"Arvicanthis_nairobae","2438916"
"268","Arvicanthis neumanni",73.34,"Arvicanthis_neumanni","2438917"
"269","Arvicanthis niloticus",95.8,"Arvicanthis_niloticus","9733997"
"270","Arvicanthis rufinus",89.84,"Arvicanthis_rufinus","4264810"
"271","Arvicola amphibius",108.75,"Arvicola_amphibius","4265185"
"272","Arvicola sapidus",120,"Arvicola_sapidus","2438492"
"273","Arvicola scherman",97.5,"Arvicola_scherman","4265186"
"274","Asellia patrizii",8.72,"Asellia_patrizii","2432601"
"275","Asellia tridens",10,"Asellia_tridens","2432602"
"276","Aselliscus stoliczkanus",6.09,"Aselliscus_stoliczkanus","2432598"
"277","Aselliscus tricuspidatus",4.08,"Aselliscus_tricuspidatus","2432599"
"278","Atelerix albiventris",450,"Atelerix_albiventris","2437140"
"279","Atelerix algirus",824.49,"Atelerix_algirus","2437136"
"280","Atelerix frontalis",319.06,"Atelerix_frontalis","2437132"
"281","Atelerix sclateri",392,"Atelerix_sclateri","2437135"
"282","Ateles belzebuth",6692.42,"Ateles_belzebuth","2436642"
"283","Ateles chamek",7294.46,"Ateles_chamek","2436646"
"284","Ateles fusciceps",7267.5,"Ateles_fusciceps","2436641"
"285","Ateles geoffroyi",7267.5,"Ateles_geoffroyi","2436643"
"286","Ateles hybridus",6692.42,"Ateles_hybridus","4267251"
"287","Ateles marginatus",6229.28,"Ateles_marginatus","2436644"
"288","Ateles paniscus",7887.5,"Ateles_paniscus","2436645"
"289","Atelocynus microtis",9500,"Atelocynus_microtis","2434454"
"290","Atherurus africanus",2875.65,"Atherurus_africanus","5219892"
"291","Atherurus macrourus",2000,"Atherurus_macrourus","5219891"
"292","Atilax paludinosus",3300,"Atilax_paludinosus","2434188"
"293","Atlantoxerus getulus",250.57,"Atlantoxerus_getulus","2437470"
"294","Auliscomys boliviensis",73.855,"Auliscomys_boliviensis","2438834"
"295","Auliscomys pictus",48.97,"Auliscomys_pictus","2438835"
"296","Auliscomys sublimis",38,"Auliscomys_sublimis","2438833"
"297","Avahi laniger",1093.355,"Avahi_laniger","2436426"
"298","Avahi occidentalis",1092.28,"Avahi_occidentalis","4267338"
"299","Axis axis",45500,"Axis_axis","2440934"
"300","Axis calamianensis",39812.6,"Axis_calamianensis","5220130"
"301","Axis kuhlii",43000,"Axis_kuhlii","5220129"
"302","Axis porcinus",37448.29,"Axis_porcinus","5220128"
"303","Babyrousa babyrussa",92950.09,"Babyrousa_babyrussa","2441209"
"304","Babyrousa bolabatuensis",92950.09,"Babyrousa_bolabatuensis","4262910"
"305","Babyrousa celebensis",92950.09,"Babyrousa_celebensis","4262912"
"306","Babyrousa togeanensis",92950.09,"Babyrousa_togeanensis","4262911"
"307","Baiomys musculus",8.99,"Baiomys_musculus","2438865"
"308","Baiomys taylori",7.43,"Baiomys_taylori","2438866"
"309","Balaena mysticetus",8e+07,"Balaena_mysticetus","2440330"
"310","Balaenoptera acutorostrata",7500000,"Balaenoptera_acutorostrata","2440728"
"311","Balaenoptera bonaerensis",7500000,"Balaenoptera_bonaerensis","7759914"
"312","Balaenoptera borealis",2e+07,"Balaenoptera_borealis","2440709"
"313","Balaenoptera edeni",2e+07,"Balaenoptera_edeni","2440714"
"314","Balaenoptera musculus",1.49e+08,"Balaenoptera_musculus","2440735"
"315","Balaenoptera physalus",38800000,"Balaenoptera_physalus","2440718"
"316","Balantiopteryx infusca",9.05,"Balantiopteryx_infusca","2433134"
"317","Balantiopteryx io",3.97,"Balantiopteryx_io","2433133"
"318","Balantiopteryx plicata",6.57,"Balantiopteryx_plicata","2433132"
"319","Balionycteris maculata",14.43,"Balionycteris_maculata","2432945"
"320","Bandicota bengalensis",196.83,"Bandicota_bengalensis","2437727"
"321","Bandicota indica",200,"Bandicota_indica","2437729"
"322","Bandicota savilei",260.63,"Bandicota_savilei","2437728"
"323","Barbastella barbastellus",10,"Barbastella_barbastellus","2432582"
"324","Barbastella leucomelas",10,"Barbastella_leucomelas","2432581"
"325","Bassaricyon alleni",1238.75,"Bassaricyon_alleni","2433586"
"326","Bassaricyon beddardi",1235.01,"Bassaricyon_beddardi","2433583"
"327","Bassaricyon gabbii",1242.5,"Bassaricyon_gabbii","2433585"
"328","Bassaricyon lasius",1200,"Bassaricyon_lasius","2433582"
"329","Bassaricyon pauli",1200,"Bassaricyon_pauli","2433584"
"330","Bassariscus astutus",1010.37,"Bassariscus_astutus","2433557"
"331","Bassariscus sumichrasti",906,"Bassariscus_sumichrasti","2433551"
"332","Bathyergus janetta",627.5,"Bathyergus_janetta","2437223"
"333","Bathyergus suillus",664.4,"Bathyergus_suillus","2437222"
"334","Batomys dentatus",213.39,"Batomys_dentatus","2437748"
"335","Batomys granti",169.53,"Batomys_granti","2437750"
"336","Batomys salomonseni",185.76,"Batomys_salomonseni","2437749"
"337","Bauerus dubiaquercus",22.22,"Bauerus_dubiaquercus","4265862"
"338","Bdeogale crassicauda",1646.065,"Bdeogale_crassicauda","2434117"
"339","Bdeogale jacksoni",2500,"Bdeogale_jacksoni","2434124"
"340","Bdeogale nigripes",2311.505,"Bdeogale_nigripes","2434123"
"341","Beamys hindei",88.735,"Beamys_hindei","2437732"
"342","Beatragus hunteri",119000,"Beatragus_hunteri","4262734"
"343","Belomys pearsonii",217,"Belomys_pearsonii","2437241"
"344","Berardius arnuxii",7e+06,"Berardius_arnuxii","2440387"
"345","Berardius bairdii",11400000,"Berardius_bairdii","2440388"
"346","Berylmys bowersi",358.68,"Berylmys_bowersi","2438965"
"347","Bettongia gaimardi",1385,"Bettongia_gaimardi","2440025"
"348","Bettongia lesueur",1447.27,"Bettongia_lesueur","2440023"
"349","Bettongia penicillata",1101.175,"Bettongia_penicillata","2440026"
"350","Bettongia tropica",1184.35,"Bettongia_tropica","2440024"
"351","Bibimys chacoensis",28,"Bibimys_chacoensis","2439030"
"352","Bibimys torresi",28,"Bibimys_torresi","2439028"
"353","Bison bison",624577.07,"Bison_bison","2441176"
"354","Bison bonasus",624577.07,"Bison_bonasus","2441184"
"355","Blarina brevicauda",20.7,"Blarina_brevicauda","2435862"
"356","Blarina carolinensis",20.45,"Blarina_carolinensis","2435875"
"357","Blarina hylophaga",18.56,"Blarina_hylophaga","2435859"
"358","Blarina peninsulae",20.45,"Blarina_peninsulae","2435879"
"359","Blarinella griselda",12.5,"Blarinella_griselda","2435764"
"360","Blarinella quadraticauda",12.5,"Blarinella_quadraticauda","2435765"
"361","Blarinella wardi",12.5,"Blarinella_wardi","2435763"
"362","Blarinomys breviceps",36.79,"Blarinomys_breviceps","2439095"
"363","Blastocerus dichotomus",102500,"Blastocerus_dichotomus","2440963"
"364","Bos frontalis",812571.525,"Bos_frontalis","2441025"
"365","Bos grunniens",583500,"Bos_grunniens","2441019"
"366","Bos javanicus",683333.335,"Bos_javanicus","2441027"
"367","Bos sauveli",795660.88,"Bos_sauveli","2441018"
"368","Bos taurus",618642.42,"Bos_taurus","2441022"
"369","Boselaphus tragocamelus",180000,"Boselaphus_tragocamelus","2441133"
"370","Brachylagus idahoensis",431.19,"Brachylagus_idahoensis","2436688"
"371","Brachyphylla cavernarum",45,"Brachyphylla_cavernarum","5218760"
"372","Brachyphylla nana",45,"Brachyphylla_nana","5218761"
"373","Brachytarsomys albicauda",200,"Brachytarsomys_albicauda","2438951"
"374","Brachytarsomys villosa",209.995,"Brachytarsomys_villosa","4263420"
"375","Brachyteles arachnoides",10839.905,"Brachyteles_arachnoides","2436666"
"376","Brachyteles hypoxanthus",10839.905,"Brachyteles_hypoxanthus","4267243"
"377","Brachyuromys betsileoensis",93.58,"Brachyuromys_betsileoensis","2439207"
"378","Brachyuromys ramirohitra",92.31,"Brachyuromys_ramirohitra","2439208"
"379","Bradypus torquatus",4184.21,"Bradypus_torquatus","2436351"
"380","Bradypus tridactylus",4072.9,"Bradypus_tridactylus","2436361"
"381","Bradypus variegatus",3963.18,"Bradypus_variegatus","2436353"
"382","Brucepattersonius iheringi",43,"Brucepattersonius_iheringi","4265067"
"383","Bubalus bubalis",827250.485,"Bubalus_bubalis","7422937"
"384","Bubalus depressicornis",205994.635,"Bubalus_depressicornis","8085503"
"385","Bubalus mindorensis",243861.535,"Bubalus_mindorensis","7349281"
"386","Bubalus quarlesi",165859.43,"Bubalus_quarlesi","7846959"
"387","Budorcas taxicolor",294515.33,"Budorcas_taxicolor","2441046"
"388","Bullimus bagobus",324.455,"Bullimus_bagobus","2437852"
"389","Bullimus luzonicus",388.57,"Bullimus_luzonicus","2437853"
"390","Bunolagus monticularis",1500.005,"Bunolagus_monticularis","2436681"
"391","Bunomys chrysocomus",111.29,"Bunomys_chrysocomus","5219843"
"392","Bunomys coelestis",111.29,"Bunomys_coelestis","5219848"
"393","Bunomys fratrorum",130.31,"Bunomys_fratrorum","5219845"
"394","Bunopithecus hoolock",6699,"Bunopithecus_hoolock","4267262"
"395","Burramys parvus",44.3,"Burramys_parvus","2440237"
"396","Cabassous centralis",3810,"Cabassous_centralis","2440806"
"397","Cabassous chacoensis",1490.01,"Cabassous_chacoensis","2440810"
"398","Cabassous tatouay",5349.95,"Cabassous_tatouay","2440811"
"399","Cabassous unicinctus",3987.97,"Cabassous_unicinctus","2440807"
"400","Cacajao calvus",3421.04,"Cacajao_calvus","2436410"
"401","Cacajao melanocephalus",3121.58,"Cacajao_melanocephalus","2436409"
"402","Caenolestes caniventer",40,"Caenolestes_caniventer","2433364"
"403","Caenolestes condorensis",48,"Caenolestes_condorensis","2433363"
"404","Caenolestes convelatus",35.78,"Caenolestes_convelatus","2433360"
"405","Caenolestes fuliginosus",31.32,"Caenolestes_fuliginosus","2433365"
"406","Calcochloris obtusirostris",24.05,"Calcochloris_obtusirostris","2432190"
"407","Callicebus baptista",904.065,"Callicebus_baptista","2436400"
"408","Callicebus barbarabrownae",1390.8,"Callicebus_barbarabrownae","2436391"
"409","Callicebus brunneus",958.13,"Callicebus_brunneus","2436401"
"410","Callicebus caligatus",992.4,"Callicebus_caligatus","2436384"
"411","Callicebus cinerascens",992.4,"Callicebus_cinerascens","2436390"
"412","Callicebus coimbrai",1390.8,"Callicebus_coimbrai","2436383"
"413","Callicebus cupreus",1037.575,"Callicebus_cupreus","8755067"
"414","Callicebus discolor",1037.575,"Callicebus_discolor","9134962"
"415","Callicebus donacophilus",846.335,"Callicebus_donacophilus","2436399"
"416","Callicebus dubius",992.4,"Callicebus_dubius","2436403"
"417","Callicebus hoffmannsi",904.065,"Callicebus_hoffmannsi","2436382"
"418","Callicebus lucifer",1129.785,"Callicebus_lucifer","2436396"
"419","Callicebus lugens",1129.785,"Callicebus_lugens","2436387"
"420","Callicebus medemi",1129.785,"Callicebus_medemi","2436402"
"421","Callicebus melanochir",1390.8,"Callicebus_melanochir","2436393"
"422","Callicebus modestus",992.4,"Callicebus_modestus","2436380"
"423","Callicebus moloch",850,"Callicebus_moloch","2436388"
"424","Callicebus nigrifrons",1390.8,"Callicebus_nigrifrons","2436404"
"425","Callicebus oenanthe",992.4,"Callicebus_oenanthe","2436381"
"426","Callicebus olallae",992.4,"Callicebus_olallae","2436389"
"427","Callicebus ornatus",1037.575,"Callicebus_ornatus","2436385"
"428","Callicebus pallescens",846.335,"Callicebus_pallescens","2436377"
"429","Callicebus personatus",1390.8,"Callicebus_personatus","2436398"
"430","Callicebus purinus",1129.785,"Callicebus_purinus","2436379"
"431","Callicebus regulus",1129.785,"Callicebus_regulus","2436397"
"432","Callicebus torquatus",1129.785,"Callicebus_torquatus","2436394"
"433","Callimico goeldii",556.5,"Callimico_goeldii","2436464"
"434","Callistomys pictus",518.99,"Callistomys_pictus","4263000"
"435","Callithrix argentata",357.25,"Callithrix_argentata","5219540"
"436","Callithrix aurita",272.705,"Callithrix_aurita","8827576"
"437","Callithrix chrysoleuca",343.33,"Callithrix_chrysoleuca","5707300"
"438","Callithrix emiliae",350.225,"Callithrix_emiliae","5707293"
"439","Callithrix flaviceps",290.21,"Callithrix_flaviceps","5219543"
"440","Callithrix geoffroyi",299.605,"Callithrix_geoffroyi","5219539"
"441","Callithrix humeralifera",299.605,"Callithrix_humeralifera","9198990"
"442","Callithrix intermedia",343.2,"Callithrix_intermedia","5707301"
"443","Callithrix jacchus",255.2,"Callithrix_jacchus","5219542"
"444","Callithrix kuhlii",307,"Callithrix_kuhlii","5219538"
"445","Callithrix leucippe",357.25,"Callithrix_leucippe","5707302"
"446","Callithrix marcai",357.25,"Callithrix_marcai","5707297"
"447","Callithrix mauesi",443.79,"Callithrix_mauesi","5707303"
"448","Callithrix melanura",357.25,"Callithrix_melanura","5707295"
"449","Callithrix nigriceps",401.12,"Callithrix_nigriceps","5707298"
"450","Callithrix penicillata",307,"Callithrix_penicillata","5219541"
"451","Callithrix pygmaea",116.83,"Callithrix_pygmaea","5219535"
"452","Callorhinus ursinus",55464.82,"Callorhinus_ursinus","2433487"
"453","Callosciurus adamsi",304.745,"Callosciurus_adamsi","2437403"
"454","Callosciurus baluensis",323.91,"Callosciurus_baluensis","2437398"
"455","Callosciurus caniceps",260.955,"Callosciurus_caniceps","2437404"
"456","Callosciurus erythraeus",277.615,"Callosciurus_erythraeus","2437394"
"457","Callosciurus melanogaster",296,"Callosciurus_melanogaster","2437395"
"458","Callosciurus nigrovittatus",205.15,"Callosciurus_nigrovittatus","2437400"
"459","Callosciurus notatus",400,"Callosciurus_notatus","2437396"
"460","Callosciurus orestes",208.3,"Callosciurus_orestes","2437401"
"461","Callosciurus prevostii",400,"Callosciurus_prevostii","2437397"
"462","Calomys boliviae",48,"Calomys_boliviae","2437956"
"463","Calomys callidus",48.6,"Calomys_callidus","2437953"
"464","Calomys callosus",48.6,"Calomys_callosus","2437950"
"465","Calomys expulsus",48,"Calomys_expulsus","4265146"
"466","Calomys hummelincki",27,"Calomys_hummelincki","2437952"
"467","Calomys laucha",24,"Calomys_laucha","9719395"
"468","Calomys lepidus",20.59,"Calomys_lepidus","2437955"
"469","Calomys musculinus",17.6,"Calomys_musculinus","2437951"
"470","Calomys sorellus",20.295,"Calomys_sorellus","2437957"
"471","Calomys tener",14,"Calomys_tener","2437954"
"472","Calomys venustus",49.2,"Calomys_venustus","4265148"
"473","Calomyscus bailwardi",20.4,"Calomyscus_bailwardi","2439355"
"474","Calomyscus baluchi",20.4,"Calomyscus_baluchi","2439353"
"475","Calomyscus elburzensis",20.4,"Calomyscus_elburzensis","4264682"
"476","Calomyscus grandis",20.4,"Calomyscus_grandis","4264683"
"477","Calomyscus hotsoni",20.4,"Calomyscus_hotsoni","2439351"
"478","Calomyscus mystax",20.4,"Calomyscus_mystax","2439352"
"479","Calomyscus urartensis",20.4,"Calomyscus_urartensis","2439354"
"480","Caloprymnus campestris",908.285,"Caloprymnus_campestris","2440028"
"481","Caluromys derbianus",330,"Caluromys_derbianus","2439992"
"482","Caluromys lanatus",410,"Caluromys_lanatus","2440004"
"483","Caluromys philander",298.235,"Caluromys_philander","2439999"
"484","Caluromysiops irrupta",257.48,"Caluromysiops_irrupta","2439937"
"485","Calyptophractus retusus",129.99,"Calyptophractus_retusus","2440821"
"486","Camelus bactrianus",475000,"Camelus_bactrianus","2441238"
"487","Camelus dromedarius",434000,"Camelus_dromedarius","9055455"
"488","Canis adustus",10321.245,"Canis_adustus","5219146"
"489","Canis aureus",11000,"Canis_aureus","5219219"
"490","Canis latrans",11050,"Canis_latrans","5219153"
"491","Canis lupus",29190.755,"Canis_lupus","5219173"
"492","Canis mesomelas",8247.3,"Canis_mesomelas","5219216"
"493","Canis simensis",13518.43,"Canis_simensis","5219143"
"494","Cannomys badius",561.035,"Cannomys_badius","2438494"
"495","Cansumys canus",25,"Cansumys_canus","2439293"
"496","Caperea marginata",4e+06,"Caperea_marginata","2440310"
"497","Capra caucasica",69546.83,"Capra_caucasica","2441051"
"498","Capra falconeri",41000,"Capra_falconeri","2441050"
"499","Capra hircus",60500,"Capra_hircus","2441056"
"500","Capra ibex",77000,"Capra_ibex","2441055"
"501","Capra nubiana",70523.415,"Capra_nubiana","2441049"
"502","Capra pyrenaica",60898.77,"Capra_pyrenaica","2441054"
"503","Capra sibirica",82500,"Capra_sibirica","2441052"
"504","Capra walie",80000,"Capra_walie","2441048"
"505","Capreolus capreolus",21666.685,"Capreolus_capreolus","5220126"
"506","Capreolus pygargus",21666.7,"Capreolus_pygargus","5220127"
"507","Capricornis crispus",43030.64,"Capricornis_crispus","4262615"
"508","Capricornis milneedwardsii",95000,"Capricornis_milneedwardsii","7261423"
"509","Capricornis rubidus",95000,"Capricornis_rubidus","4262619"
"510","Capricornis sumatraensis",95000,"Capricornis_sumatraensis","4262616"
"511","Capricornis swinhoei",43030.64,"Capricornis_swinhoei","4262612"
"512","Capricornis thar",95000,"Capricornis_thar","4262618"
"513","Caprolagus hispidus",2498.495,"Caprolagus_hispidus","2436938"
"514","Capromys pilorides",4683.3,"Capromys_pilorides","2437653"
"515","Caracal caracal",14000,"Caracal_caracal","2435010"
"516","Cardioderma cor",26.45,"Cardioderma_cor","2433356"
"517","Carollia brevicauda",14.85,"Carollia_brevicauda","2433177"
"518","Carollia castanea",13.1,"Carollia_castanea","2433178"
"519","Carollia perspicillata",16.4,"Carollia_perspicillata","2433176"
"520","Carollia subrufa",14.47,"Carollia_subrufa","2433175"
"521","Carpitalpa arendsi",52.34,"Carpitalpa_arendsi","2432207"
"522","Carpomys melanurus",229.57,"Carpomys_melanurus","2438548"
"523","Carpomys phaeurus",183.3,"Carpomys_phaeurus","2438547"
"524","Carterodon sulcidens",113.8,"Carterodon_sulcidens","2439735"
