Order,Family,Genus_species,English_Name,Name_Tree,Super order,Status ,n,n_Small Intestine,Body mass_Small intestine,Small Intestine_Length,n_Large Intestine,Body mass_Large Intestine,Large Intestine_Length,n_Caecum,Body mass_Ceaecum,Caecum_Length,n_Colon,Body mass_Colon,Colon_Length,n_Total Intestine,Body mass_Total Intestine,Total Intestine_Length,Source,Inv,Vend,Vect,Vfish,Vunk,Faunivory,Scav,Total_Faunivory,Fruit,Nect,Seed,Fruit/Nect/Seed,PlantO,Total_Plant,Source,Certainty,Type_I,Type_II,Latitude,Abs_Lat,Mean_Precip,Mean_Temp,Mean_AET,Mean_PET,Volant,Marine,Foregut
Rodentia,Muridae,Gerbillus_andersoni,Anderson´s gerbil,Gerbillus_andersoni_MURIDAE_RODENTIA,Euarchontoglires,wild,4,4,0.038,26.40,4,0.038,10.00,4,0.038,2.50,4,0.038,7.50,4,0.038,36.50,Naumova et al. (2019),20,0,0,0,0,20,0,20,0,0,30,30,50,80,Ref_1,ABC,Herb,Omni,30.82,30.82,8.48,19.97,117.68,1370.46,0,0,1
Rodentia,Muridae,Gerbillus_dasyurus,Wagner´s gerbil,Gerbillus_dasyurus_MURIDAE_RODENTIA,Euarchontoglires,wild,7,7,0.030,22.65,7,0.030,12.98,7,0.030,3.96,7,0.030,9.03,7,0.030,35.75,"Naumova et al. (2019), Walters et al. (2014)",20,0,0,0,0,20,0,20,0,0,30,30,50,80,Ref_1,ABC,Herb,Omni,23.77,23.77,8.78,22.27,162.44,1263.69,0,0,1
Rodentia,Muridae,Gerbillus_henleyi,Pygmy gerbil,Gerbillus_henleyi_MURIDAE_RODENTIA,Euarchontoglires,wild,4,4,0.012,11.00,4,0.012,8.40,4,0.012,2.19,4,0.012,6.20,4,0.012,19.40,Naumova et al. (2019),20,0,0,0,0,20,0,20,0,0,30,30,50,80,Ref_1,ABC,Herb,Omni,26.63,26.63,8.21,21.08,135.76,1220.02,0,0,1
Rodentia,Muridae,Gerbillus_perpallidus,Pale gerbil,Gerbillus_perpallidus_MURIDAE_RODENTIA,Euarchontoglires,captive,2,2,0.030,31.27,2,0.030,15.83,2,0.030,2.23,2,0.030,13.60,2,0.030,47.09,This study,20,0,0,0,0,20,0,20,0,0,30,30,50,80,Ref_1,ABC,Herb,Omni,30.22,30.22,5.57,20.27,93.21,1376.13,0,0,1
Rodentia,Muridae,Gerbillus_pyramidum,Greater egyptian gerbil,Gerbillus_pyramidum_MURIDAE_RODENTIA,Euarchontoglires,wild,1,1,0.045,21.50,1,0.045,12.30,1,0.045,2.90,1,0.045,9.40,1,0.045,34.00,Naumova et al. (2019),20,0,0,0,0,20,0,20,0,0,30,30,50,80,Ref_1,ABC,Herb,Omni,25,25,2.59,23.69,28.4,1298.82,0,0,1
Cetartiodactyla,Giraffidae,Giraffa_camelopardalis,Giraffe,Giraffa_camelopardalis_GIRAFFIDAE_CETARTIODACTYLA,Laurasiatheria,various,20,20,561.000,3952.00,20,561.00,1696.00,20,561.00,52.00,20,561.00,1643.00,20,561.00,5648.00,"Sauer et al. (2016b), Perez et al. (2009)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-4.62,4.62,64.96,23.86,783.5,1552.64,0,0,1
Rodentia,Sciuridae,Glaucomys_sabrinus,Carolina flying squirrel,Glaucomys_sabrinus_SCIURIDAE_RODENTIA,Euarchontoglires,wild,5,5,0.144,144.00,5,0.144,55.30,5,0.144,9.50,5,0.144,45.80,5,0.144,199.30,Schieck and Millar (1985),0,0,0,0,0,0,0,0,30,0,40,70,30,100,Ref_1,ABC,Herb,Herb,51.45,51.45,50.42,-1.08,366.01,453.61,0,0,0
Rodentia,Sciuridae,Glaucomys_volans,Mexican flying squirrel,Glaucomys_volans_SCIURIDAE_RODENTIA,Euarchontoglires,various,4,4,0.056,58.08,4,0.056,22.69,4,0.056,3.89,4,0.056,18.80,4,0.056,80.78,"Mitsuzuka et al. (2018), This study",0,0,0,0,0,0,0,0,30,0,40,70,30,100,Ref_1,ABC,Herb,Herb,30.9,30.9,85.84,13.72,840.75,988.8,0,0,0
Rodentia,Gliridae,Glis_glis,Edible dormouse,Glis_glis_GLIRIDAE_RODENTIA,Euarchontoglires,wild,3,,,,,,,,,,,,,3,0.083,125.26,This study,0,0,0,0,0,0,0,0,40,0,60,100,0,100,Ref_1,ABC,Herb,Herb,45.93,45.93,56.59,7.36,498.45,649.12,0,0,0
Chiroptera,Phyllostomidae,Glossophaga_commissarisi,Commissaris long-tongued bat,Glossophaga_commissarisi_PHYLLOSTOMIDAE_CHIROPTERA,Laurasiatheria,wild ,4,,,,,,,,,,,,,4,0.008,10.53,Kelm et al. (2008),40,0,0,0,0,40,0,40,30,30,0,60,0,60,Ref_1,ABC,Omni,Omni,5.21,5.21,173.54,23.48,1377.37,1583.32,1,0,0
Chiroptera,Phyllostomidae,Glossophaga_soricina,Pallas long-tongued bat,Glossophaga_soricina_PHYLLOSTOMIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.010,11.75,Cruz-Neto & Jones 2006 in Caviedes-Vidal et al 2007,40,0,0,0,0,40,0,40,30,30,0,60,0,60,Ref_1,ABC,Omni,Omni,-2.61,2.61,141.96,23.10,1244.18,1508.29,1,0,0
Primates,Hominidae,Gorilla_gorilla,Lowland gorilla,Gorilla_gorilla_HOMINIDAE_PRIMATES,Euarchontoglires,captive,2,2,154.648,809.73,2,154.65,162.43,1,82.50,17.65,2,154.65,153.61,2,154.65,972.16,"This study, Steiner (1954)",0,0,0,0,0,0,0,0,10,0,0,10,90,100,Ref_1,ABC,Herb,Herb,0.88,0.88,152.88,24.24,1291.11,1502.69,0,0,0
Didelphimorphia,Didelphidae,Gracilinanus_agilis,Agile gracile opossum,Gracilinanus_agilis_DIDELPHIDAE_DIDELPHIMORPHIA,Ameridelphia,unknown,17,17.00,0,24.880,17,0,6.00,17,0,2.56,17,0,8.56,17,0,30.88,Santori et al. (2004),50,0,0,0,0,50,0,50,30,20,0,50,0,50,Ref_1,ABC,Omni,Omni,-18.71,18.71,118.36,22.98,1169.98,1393.8,0,0,0
Rodentia,Gliridae,Graphiurus_murinus,Woodland dormouse,Graphiurus_murinus_GLIRIDAE_RODENTIA,Euarchontoglires,wild,1,1,0.021,17.01,1,0.021,14.79,,,,,,,1,0.021,31.80,Perrin and Curtis (1980),20,20,0,0,20,60,0,60,20,0,20,40,0,40,Ref_1,ABC,Omni,Omni,-10.12,10.12,67.55,21.71,798.09,1481.48,0,0,0
Carnivora,Phocidae,Halichoerus_grypus,Grey seal,Halichoerus_grypus_PHOCIDAE_CARNIVORA,Laurasiatheria,captive,1,1,128.000,2662.00,1,128.000,115.00,1,128.000,9.00,1,128.000,106.00,1,128.000,2777.00,McGrosky et al. (2016),20,0,0,80,0,100,0,100,0,0,0,0,0,0,Ref_60,ABC,Car,Car,,,,,,,0,1,0
Primates,Lemuridae,Hapalemur_griseus,Grey lesser bamboo lemur,Hapalemur_griseus_LEMURIDAE_PRIMATES,Euarchontoglires,captive,12,12,0.714,82.75,12,0.714,56.02,12,0.714,7.55,12,0.714,48.47,12,0.714,138.77,"Campell et al. (2000), Campbell (2004), Perrin (2013)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-19.45,19.45,177.28,19.74,1338.74,1594.74,0,0,0
Carnivora,Herpestidae,Helogale_parvula,Common dwarf mongoose,Helogale_parvula_HERPESTIDAE_CARNIVORA,Laurasiatheria,captive,1,1,0.260,60.34,1,0.260,14.00,1,0.260,1.99,1,0.260,13.67,1,0.260,76.00,McGrosky et al. (2016),30,20,30,10,0,90,0,90,10,0,0,10,0,10,Ref_1,ABC,Car,Car,-7.04,7.04,71.37,22.24,797.78,1512.3,0,0,0
Cetartiodactyla,Bovidae,Hemitragus_jemlahicus,Himalayan tahr,Hemitragus_jemlahicus_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,11,11,41.640,1315.36,11,41.640,608.36,11,41.640,27.00,11,41.640,581.00,11,41.640,1923.72,Clauss et al. (2005),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,30.09,30.09,121.77,5.43,884.01,1143.07,0,0,1
Carnivora,Felidae,Herpailurus_yagouaroundi,Jaguarundi,Herpailurus_yagouaroundi_FELIDAE_CARNIVORA,Laurasiatheria,unknown,2,2,5.900,131.85,2,5.900,33.93,2,5.900,4.82,2,5.900,29.11,2,5.900,165.77,"McGrosky et al (2016), This study",10,80,0,0,0,90,0,90,10,0,0,10,0,10,Ref_110,ABC,Car,Car,-3.2,3.2,138.93,23.35,1220.52,1476.47,0,0,0
Carnivora,Herpestidae,Herpestes_edwardsii,Grey mongoose,Herpestes_edwardsii_HERPESTIDAE_CARNIVORA,Laurasiatheria,wild,15,15,1.230,78.31,15,1.23,12.50,,,,,,,15,1.23,90.81,Mahmood et al. (2018),20,30,30,0,10,90,0,90,10,0,0,10,0,10,Ref_110,ABC,Car,Car,19.99,19.99,80.62,24.23,675.31,1418.79,0,0,0
Carnivora,Herpestidae,Herpestes_javanicus,small indian mongoose,Herpestes_javanicus_HERPESTIDAE_CARNIVORA,Laurasiatheria,wild,14,14,0.529,82.53,14,0.529,10.88,,,,,,,14,0.529,93.41,Mahmood et al. (2018),30,20,30,10,0,90,0,90,10,0,0,10,0,10,Ref_1,ABC,Car,Car,14.29,14.29,96.01,20.82,728.84,1346.38,0,0,0
Rodentia,Batheryergidae,Heterocephalus_glaber,Naked mole rat,Heterocephalus_glaber_HETEROCEPHALIDAE_RODENTIA,Euarchontoglires,captive,5,5,0.041,38.50,5,0.041,33.99,5,0.041,14.49,5,0.041,19.50,5,0.041,72.49,"Kotzé et al. (2010), This study",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,4.45,4.45,34.35,23.91,520.98,1660.98,0,0,0
Hyracoidea,Procaviidae,Heterohyrax_brucei,Bush hyrax,Heterohyrax_brucei_PROCAVIIDAE_HYRACOIDEA,Afrotheria,captive,3,3,1.450,109.93,3,1.45,106.33,3,1.45,5.20,3,1.45,101.13,3,1.45,216.27,Rahm (1980),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,3.69,3.69,61.08,22.73,696.84,1512.99,0,0,1
Chiroptera,Hipposideridae,Hipposideros_diadema,Diadem leaf-nosed bat,Hipposideros_diadema_HIPPOSIDERIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.044,24.00,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-0.12,0.12,221.44,24.38,1532.13,1714.7,1,0,0
Primates,Hominidae,Homo_sapiens,Human,Homo_sapiens_HOMINIDAE_PRIMATES,Euarchontoglires,civilized,206,206,65.980,636.20,206,65.98,160.21,6,65.30,8.00,206,65.98,160.72,206,65.98,796.39,"McGrosky et al. (2019b), Hounnou et al. (2002)",10,0,0,0,0,10,0,10,60,0,0,60,30,90,Ref_3,D2,Herb,Herb,,,,,,,0,0,0
Rodentia,Caviidae,Hydrochoerus_hydrochaeris,Capybara,Hydrochoerus_hydrochaeris_CAVIIDAE_RODENTIA,Euarchontoglires,captive,13,13,41.192,566.31,2,41,404,2,41,94,2,41,310,2,41,1425.75,"Rodrigues et al. (2006), this study",0,0,0,0,0,0,0,0,10,0,0,10,90,100,Ref_1,ABC,Herb,Herb,-14.16,14.16,146.92,23.73,1270.54,1489.67,0,0,0
Rodentia,Muridae,Hydromys_chrysogaster,Common water rat,Hydromys_chrysogaster_MURIDAE_RODENTIA,Euarchontoglires,wild,7,7,0.751,131.10,7,0.751,16.70,,,,,,,7,0.751,147.80,Speight et al. 2016,50,10,10,30,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-22.13,22.13,79.1,21.01,705.03,1418.37,0,0,1
Cetartiodactyla,Cervidae,Hydropotes_inermis,Water deer,Hydropotes_inermis_CERVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,2,2,11.750,512.50,2,11.750,266.00,2,11.750,12.00,2,11.750,257.00,2,11.750,778.50,McGrosky et al. (2019),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,28.91,28.91,112.88,15.98,1031.61,1072.99,0,0,1
Chiroptera,Pteropodidae,Hypsignathus_monstrosus,Hammer-headed fruit bat,Hypsignathus_monstrosus_PTEROPODIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.325,115.00,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,0,10,0,0,0,10,0,10,90,0,0,90,0,90,Ref_1,ABC,Herb,Herb,1.28,1.28,134.45,24.66,1210.09,1561.38,1,0,0
Rodentia,Hystricidae,Hystrix_africaeaustralis,Cape porcupine,Hystrix_africaeaustralis_HYSTRICIDAE_RODENTIA,Euarchontoglires,wild ,7,7,11.490,670.00,7,11.490,225.70,7,11.490,62.60,7,11.490,163.10,7,11.490,895.70,van Jaarsveld (1983),0,0,0,0,0,0,0,0,20,0,0,20,80,100,Ref_1,ABC,Herb,Herb,-17.01,17.01,76.85,21.12,820.68,1422.06,0,0,0
Rodentia,Hystricidae,Hystrix_cristata,Crested porcupine,Hystrix_cristata_HYSTRICIDAE_RODENTIA,Euarchontoglires,captive,1,1,5.000,430.10,1,5.000,129.28,1,5.000,15.92,1,5.000,113.36,1,5.000,559.38,This study,0,0,0,0,0,0,0,0,20,0,0,20,80,100,Ref_1,ABC,Herb,Herb,16.46,16.46,64.61,24.42,671.75,1512.56,0,0,0
Rodentia,Hystricidae,Hystrix_indica,Indian crested porcupine,Hystrix_indica_HYSTRICIDAE_RODENTIA,Euarchontoglires,captive,1,1,9.000,538.56,1,9.000,190.02,1,9.000,35.33,1,9.000,154.69,1,9.000,728.58,This study,0,0,0,0,0,0,0,0,20,0,0,20,80,100,Ref_1,ABC,Herb,Herb,24.7,24.7,39.72,18.51,386.4,1241.99,0,0,0
Peramelemorphia,Peramelidae,Isoodon_macrourus,Northern brown bandicoot,Isoodon_macrourus_PERAMELIDAE_PERAMELEMORPHIA,Australidelphia,unknown,1,1,1.750,84.00,1,1.750,21.30,1,1.750,8.30,1,1.750,13.00,1,1.750,105.30,Snipes et al. (2003),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-17.58,17.58,79.91,27.91,787.77,1766.04,0,0,0
Rodentia,Dipodidae,Jaculus_jaculus,Lesser egyptian jerboa,Jaculus_jaculus_DIPODIDAE_RODENTIA,Euarchontoglires,various,9,9,0.056,27.90,9,0.056,27.42,9,0.056,9.47,9,0.056,17.96,9,0.056,55.39,"Pereira et al. (2016), This study",0,0,0,0,0,0,0,0,0,0,40,40,60,100,Ref_1,ABC,Herb,Herb,24.04,24.04,12.16,23.99,178.89,1327.53,0,0,0
Cetartiodactyla,Bovidae,Kobus_ellipsiprymnus,Waterbuck,Kobus_ellipsiprymnus_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild ,1,1,240.000,1730.00,1,240.000,737.00,1,240.000,42.00,1,240.000,695.00,1,240.000,2467.00,Woodall and Skinner (1993),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-6.47,6.47,92,23.77,934.8,1546.75,0,0,1
Cetartiodactyla,Bovidae,Kobus_kob,Kob,Kobus_kob_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild,20,20,79.370,1464.84,20,79.370,728.59,,,,,,,20,79.370,2193.43,Ledger and Smith (1964),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,6.17,6.17,106.52,25.81,1026.71,1611.87,0,0,1
Cetartiodactyla,Bovidae,Kobus_leche,Southern lechwe,Kobus_leche_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,1,1,72.000,1006.00,1,72.000,311.00,1,72.000,25.00,1,72.000,286.00,1,72.000,1317.00,McGrosky et al. (2019),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-14.22,14.22,84.65,21.59,780.79,1439.21,0,0,1
Rodentia,Chinchillidae,Lagostomus_maximus,Plains viscacha,Lagostomus_maximus_CHINCHILLIDAE_RODENTIA,Euarchontoglires,captive,4,4,3.800,310.50,4,3.80,229.75,4,3.80,14.00,4,3.80,215.75,4,3.80,540.25,Hagen et al. (2015),0,0,0,0,0,0,0,0,0,0,40,40,60,100,Ref_1,ABC,Herb,Herb,-29.96,29.96,57.73,16.35,700.97,1041.28,0,0,0
Rodentia,Diatomydae,Laonastes_aenigmatus,Kha-nyou,Laonastes_aenigmamus_DIATOMYIDAE_RODENTIA,Euarchontoglires,wild,5,5,0.074,74.86,5,0.074,36.16,5,0.074,6.14,5,0.074,20.12,5,0.074,111.02,Scopin et al. (2015),4.50,0,0,0,0,4.50,0,4.5,0,0,0.5,0.5,90,90.5,,,Herb,Herb,,,,,,,0,0,1
Chiroptera,Vespertilionidae,Lasionycteris_noctivagans,Silver-haired bat,Lasionycteris_noctivagans_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,wild,1,,,,,,,,,,,,,1,0.015,16.08,This study,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,43.21,43.21,58.16,7.80,539.66,766.07,1,0,0
Rodentia,Cricetidae,Lasiopodomys_brandtii,Brandts vole,Lasiopodomys_brandtii_CRICETIDAE_RODENTIA,Euarchontoglires,various,69,69,0.048,29.85,69,0.048,37.90,69,0.048,15.20,69,0.048,22.70,69,0.048,67.75,"Song and Wang (2006), Pei et al. (2001), Wang et al. (2003)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,47.06,47.06,22.02,-1.78,327.71,510.22,0,0,1
Diprotodontia,Vombatidae,Lasiorhinus_latifrons,Southern hairy-nosed wombat,Lasiorhinus_latifrons_VOMBATIDAE_DIPROTODONTIA,Australidelphia,various,9,9,23.100,416.99,9,23.10,651.63,,,,9,23.10,651.63,9,23.10,1068.62,Barboza and Hume (1992),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-32.27,32.27,19.98,17.04,274.58,1022.42,0,0,0
Chiroptera,Vespertilionidae,Lasiurus_borealis,Easter red bat,Lasiurus_borealis_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,unknown,3,,,,,,,,,,,,,3,0.012,10.71,"Cruz-Neto and Jones (2006), This study",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,36.39,36.39,87.53,11.98,790.22,874.07,1,0,0
Chiroptera,Megadermatidae,Lavia_frons,Yellow-winged bat,Lavia_frons_MEGADERMATIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.023,16.10,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,2.32,2.32,78.97,24.99,818,1564.3,1,0,0
Rodentia,Muridae,Lemniscomys_griselda,Griseldas lemniscomys,Lemniscomys_griselda_MURIDAE_RODENTIA,Euarchontoglires,wild,3,3,0.055,24.38,3,0.055,15.76,3,0.055,4.76,3,0.055,11.00,3,0.055,40.14,Perrin and Curtis (1980),10,0,0,0,0,10,0,10,0,0,30,30,60,90,Ref_1,ABC,Herb,Herb,-12.14,12.14,99.38,21.40,937.8,1390.4,0,0,1
Rodentia,Muridae,Lemniscomys_rosalia,Single-striped grass mouse,Lemniscomys_rosalia_MURIDAE_RODENTIA,Euarchontoglires,captive,5,,,,,,,,,,,,,5,0.052,43.89,Henke et al. (2018),10,0,0,0,0,10,0,10,0,0,30,30,60,90,Ref_1,ABC,Herb,Herb,-15.23,15.23,62.51,21.05,753.02,1443.15,0,0,1
Primates,Lemuridae,Lemur_catta,Ring-tailed lemur,Lemur_catta_LEMURIDAE_PRIMATES,Euarchontoglires,captive,9,9,2.219,156.15,9,2.219,110.15,9,2.219,26.54,9,2.219,83.61,9,2.219,266.30,"Campbell (2004), McGrosky et al. (2019b)",0,0,0,0,0,0,0,0,80,0,0,80,20,100,Ref_1,ABC,Herb,Herb,-23.05,23.05,62.94,22.97,839.07,1636.61,0,0,0
Primates,Callitrichidae,Leontopithecus_chrysomelas,Golden headed lion tamarin,Leontopithecus_chrysomelas_CALLITRICHIDAE_PRIMATES,Euarchontoglires,captive,3,3,0.642,100.94,3,0.642,31.85,3,0.642,4.82,3,0.642,27.03,3,0.642,132.79,McGrosky et al. (2019b),50,0,0,0,0,50,0,50,50,0,0,50,0,50,Ref_1,ABC,Omni,Omni,-15.01,15.01,153.12,22.40,1385.53,1596.66,0,0,0
Carnivora,Felidae,Leopardus_geoffroyi,Geoffroys cat,Leopardus_geoffroyi_FELIDAE_CARNIVORA,Laurasiatheria,captive,1,1,3.100,100.35,1,3.100,19.50,1,3.100,1.94,1,3.100,17.56,1,3.100,119.85,McGrosky et al. (2016),0,80,10,10,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-33.21,33.21,68.4,15.72,759.73,1056.86,0,0,0
Chiroptera,Phyllostomidae,Leptonycteris_curasoae,Curacaoan long-nosed bat,Leptonycteris_curasoae_PHYLLOSTOMIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.025,18.00,Cruz-Neto & Jones 2006,20,0,0,0,0,20,0,20,40,40,0,80,0,80,Ref_1,ABC,Herb,Omni,8.44,8.44,94.09,23.40,1349.05,1696.03,1,0,0
Lagomorpha,Leporidae,Lepus_americanus,Snowshoe hare,Lepus_americanus_LEPORIDAE_LAGOMORPHA,Euarchontoglires,wild,3,3,1.141,243.41,3,1.14,160.79,3,1.14,41.23,3,1.14,119.55,3,1.14,404.20,"Staaland et al. (1995), Schieck and Millar (1985)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,52.03,52.03,48.45,-1.26,358.45,444.39,0,0,0
Lagomorpha,Leporidae,Lepus_arcticus,Artic hare,Lepus_arcticus_LEPORIDAE_LAGOMORPHA,Euarchontoglires,wild,3,3,3.242,309.73,3,3.242,223.27,3,3.242,46.00,3,3.242,177.27,3,3.242,533.00,Staaland et al. (1995),0,0,0,0,0,0,30,30,0,0,0,0,70,70,Ref_1,ABC,Herb,Omni,65.57,65.57,23.8,-13.15,130.14,144.95,0,0,0
Lagomorpha,Leporidae,Lepus_europaeus,European hare,Lepus_europaeus_LEPORIDAE_LAGOMORPHA,Euarchontoglires,wild,3,3,1.996,274.73,3,1.996,127.96,3,1.996,50.02,3,1.996,77.94,3,1.996,402.69,"Schieck and Millar (1985), This study",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,49.96,49.96,43.95,5.54,407.18,587.96,0,0,0
Lagomorpha,Leporidae,Lepus_timidus,Mountain hare,Lepus_timidus_LEPORIDAE_LAGOMORPHA,Euarchontoglires,wild,1,1,3.150,319.86,1,3.150,223.14,1,3.150,44.00,1,3.150,179.14,1,3.150,543.00,Staaland et al. (1995),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,59.12,59.12,32.6,-5.16,292.01,331.76,0,0,0
Chiroptera,Pteropodidae,Lissonycteris_angolensis,Angolan fruit bat,Myonycteris_angolensis_PTEROPODIDAE_CHIROPTERA,Laurasiatheria,wild,6,,,,,,,,,,,,,6,0.077,71.00,"Makanya et al. (1995), Makanya et al. (1997)",0,0,0,0,0,0,0,0,60,40,0,100,0,100,Ref_1,ABC,Herb,Herb,-4.05,4.05,124.24,24.03,1120.33,1546.07,1,0,0
Carnivora,Phocidae,Lobodon_carcinophaga,Crabeater seal,Lobodon_carcinophaga_PHOCIDAE_CARNIVORA,Laurasiatheria,wild,4,4,193.500,2600.00,4,193.500,87.50,,,,,,,4,193.500,2687.50,Bryden and Erickson (1976),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_63,ABC,Car,Car,,,,,,,0,1,0
Carnivora,Mustelidae,Lontra_canadensis,North american river otter,Lontra_canadensis_MUSTELIDAE_CARNIVORA,Laurasiatheria,captive,1,,,,,,,,,,,,,1,7.900,297.55,McGrosky et al. (2016),0,0,10,90,0,100,0,100,0,0,0,0,0,0,Ref_110,ABC,Car,Car,47.6,47.6,55.55,1.06,431.41,524.75,0,1,0
Primates,Cercopithecidae,Lophocebus_albigena,Grey-cheeked mangabey,Lophocebus_albigena_CERCOPITHECIDAE_PRIMATES,Euarchontoglires,wild,2,2,7.480,231.00,2,7.48,147.50,2,7.48,11.75,2,7.48,135.75,2,7.48,378.50,Jones (1970),0,0,0,0,0,0,0,0,50,0,0,50,50,100,Ref_1,ABC,Herb,Herb,0.22,0.22,141.68,23.82,1349.5,1566.87,0,0,0
Primates,Lorisidae,Loris_tardigradus,Red slender loris,Loris_tardigradus_LORISIDAE_PRIMATES,Euarchontoglires,captive,2,2,0.159,77.00,2,0.159,23.25,2,0.159,3.75,2,0.159,19.50,2,0.159,100.25,Campbell (2004),70,0,0,0,10,80,0,80,10,0,0,10,10,20,Ref_1,ABC,Car,Omni,6.75,6.75,147.27,25.23,1550.45,1554.95,0,0,0
Proboscidea,Elephantidae,Loxodonta_africana,African elephant,Loxodonta_africana_ELEPHANTIDAE_PROBOSCIDEA,Afrotheria,captive,2,1,3140.000,920.00,1,3140.000,1040.00,1,3140.000,100.00,1,3140.000,940.00,2,5198.000,2387.50,"Clauss et al. (2006b), Shoshani et al. (1982)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-8.6,8.6,83.39,23.15,910.08,1531.04,0,0,0
Carnivora,Mustelidae,Lutra_lutra,Eurasian otter,Lutra_lutra_MUSTELIDAE_CARNIVORA,Laurasiatheria,wild,4,,,,,,,,,,,,,4,4.840,320.76,McGrosky et al. (2016),30,10,30,30,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,27.69,27.69,56.63,5.03,507.32,696.82,0,1,0
Didelphimorphia,Didelphidae,Lutreolina_crassicaudata,Little water opossum,Lutreolina_crassicaudata_DIDELPHIDAE_DIDELPHIMORPHIA,Ameridelphia,unknown,4,4,0.665,61.30,4,0.665,20.00,4,0.665,2.83,4,0.665,17.18,4,0.665,81.30,"Caceres (2005), Santori et al. (2004)",20,40,20,20,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-14.37,14.37,105.01,19.65,1143.42,1307,0,0,0
Carnivora,Mustelidae,Lutrogale_perspicillata,Smooth-coated otter,Lutrogale_perspicillata_MUSTELIDAE_CARNIVORA,Laurasiatheria,captive,1,,,,,,,,,,,,,1,5.100,261.73,McGrosky et al. (2016),30,10,30,30,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,11.88,11.88,154.44,24.71,1084.91,1534.95,0,1,0
Carnivora,Felidae,Lynx_canadensis,Canada lynx,Lynx_canadensis_FELIDAE_CARNIVORA,Laurasiatheria,captive,1,1,10.000,151.46,1,10.000,27.14,1,10.000,3.66,1,10.000,27.00,1,10.000,178.60,McGrosky et al. (2016),0,80,0,20,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,53.82,53.82,43.45,-3.18,322.76,386.88,0,0,0
